campus,area,uf,municipio
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,SP,Guarulhos
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Roque Gonzales
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,SP,São José dos Campos
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,SP,Cabreúva
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Imbé
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Nova Petrópolis
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Gramado
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Taquara
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,RS,Passo Fundo
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,SP,Poá
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Ametista do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Guarani das Missões
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,SC,Sombrio
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Nova Ramada
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Sapucaia do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,RS,Constantina
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Giruá
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,São Gabriel
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Augusto Pestana
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Crissiumal
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Horizontina
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,MG,Três Corações
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,RS,Santiago
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Canela
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Palmares do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Torres
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,'Sant''Ana do Livramento'
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,SP,Campinas
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Maçambará
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Formigueiro
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Alegria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Gravataí
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Farroupilha
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Pinhal Grande
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Itaara
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Encruzilhada do Sul
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Soledade
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Carazinho
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Canoas
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Três Passos
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,BA,Muritiba
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,SP,Sorocaba
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Jaguarão
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,SP,Ribeirão Preto
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Vale do Sol
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,SP,Capivari
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Fortaleza dos Valos
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,RS,Lagoão
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,PR,Cascavel
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Esteio
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Ronda Alta
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,Sorocaba
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,GO,Goiânia
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,PR,Cascavel
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,Piraju
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,Santo André
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,ES,Vitória
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,MG,Sete Lagoas
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,MG,Ipatinga
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,DF,Brasília
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,MG,Betim
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,PR,Paranavaí
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SC,São Joaquim
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,PR,Curitiba
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,SP,São Miguel Arcanjo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,MG,Congonhal
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,MT,Cuiabá
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,SC,Lages
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RJ,Volta Redonda
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Dois Irmãos
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Caçapava do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,SP,Osasco
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,SC,Chapecó
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,MT,Cuiabá
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Três de Maio
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,SP,Poá
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,MA,São Luís
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,SC,Joinville
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Dona Francisca
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Paraíso do Sul
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Paraíso do Sul
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Lajeado
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Rio Pardo
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Passa Sete
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Três Passos
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Doutor Maurício Cardoso
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,RS,Faxinal do Soturno
