_id;ano;municipio;codigo_curso;nome_curso;centro;cpc_antigo;nc;nidd;nm;nd;nr;no;nf;na;cpc_f2013;t_ies_br;t_ies_sul;t_ies_rs;t_ifes_br;t_ifes_sul;t_ifes_rs;id_centro;POSICAOBRASILCPC;POSICAORSCPC;POSICAOPUBLICABRASILCPC;POSICAOPUBLICARSCPC;POSICAOSULCPC;POSICAOIFESCPC;POSICAOBRASILINFRA;POSICAORSINFRA;POSICAOPUBLICABRASILINFRA;POSICAOPUBLICARSINFRA;POSICAOSULINFRA;POSICAOIFESINFRA;POSICAOBRASILPEDAG;POSICAORSPEDAG;POSICAOPUBLICABRASILPEDAG;POSICAOPUBLICARSPEDAG;POSICAOSULPEDAG;POSICAOIFESPEDAG;POSICAOBRASILREGIME;POSICAORSREGIME;POSICAOPUBLICABRASILREGIME;POSICAOPUBLICARSREGIME;POSICAOSULREGIME;POSICAOIFESREGIME;POSICAOBRASILDOUTOR;POSICAORSDOUTOR;POSICAOPUBLICABRASILDOUTOR;POSICAOPUBLICARSDOUTOR;POSICAOSULDOUTOR;POSICAOIFESDOUTOR;POSICAOBRASILIDD;POSICAORSIDD;POSICAOPUBLICABRASILIDD;POSICAOPUBLICARSIDD;POSICAOSULIDD;POSICAOIFESIDD;POSICAOBRASILENADE;POSICAORSENADE;POSICAOPUBLICABRASILENADE;POSICAOPUBLICARSENADE;POSICAOSULENADE;POSICAOIFESENADE;POSICAOBRASILMESTRE;POSICAORSMESTRE;POSICAOPUBLICABRASILMESTRE;POSICAOPUBLICARSMESTRE;POSICAOSULMESTRE;POSICAOIFESMESTRE;POSICAOBRASILAMPLIACAO;POSICAORSAMPLIACAO;POSICAOPUBLICABRASILAMPLIACAO;POSICAOPUBLICARSAMPLIACAO;POSICAOSULAMPLIACAO;POSICAOIFESAMPLIACAO;DISTANCIABRASILCPC;DISTANCIARSCPC;DISTANCIAPUBLICACPC;DISTANCIAPUBLICARSCPC;DISTANCIASULCPC;DISTANCIAIFESCPC;DISTANCIABRASILENADE;DISTANCIARSENADE;DISTANCIAPUBLICAENADE;DISTANCIAPUBLICARSENADE;DISTANCIASULENADE;DISTANCIAIFESENADE
105;2014;SANTA MARIA;4006;SISTEMAS DE INFORMAÇÃO;CT;3.46;4.13;3.06;4.14;3.83;5.00;1.73;2.02;2.59;3.51;;;;;;;10;38;4;13;2;10;10;356;27;51;2;84;29;374;27;58;2;84;28;1;1;1;1;1;1;15;4;10;1;5;9;96;14;24;2;30;13;13;2;8;1;4;7;144;17;29;1;36;23;276;22;52;2;67;26;9.091;13.793;18.056;100;10.989;27.027;3.11;6.897;11.111;50;4.396;18.919
106;2014;SANTA MARIA;4301;MÚSICA (LICENCIATURA);CAL;3.19;3.31;3.90;3.56;2.00;5.00;1.10;1.97;1.61;3.24;;;;;;;1;4;1;1;1;1;1;45;5;22;2;13;15;60;7;34;4;16;24;1;1;1;1;1;1;27;2;23;2;5;18;5;1;3;1;2;2;6;2;3;2;2;2;40;4;23;2;8;19;50;7;31;4;14;21;6.154;0;0;0;0;0;9.231;28.571;7.692;50;11.765;7.692
107;2014;SANTA MARIA;5401;CIÊNCIAS SOCIAIS (BACHARELADO);CAL;3.14;2.70;2.54;4.14;3.76;5.00;2.86;3.37;3.14;3.22;;;;;;;1;15;1;11;1;4;8;13;3;5;1;4;4;15;3;8;1;4;5;1;1;1;1;1;1;30;3;25;3;6;20;14;1;11;1;3;8;30;3;23;2;7;20;37;2;30;2;6;22;11;1;6;1;2;5;24.59;0;21.569;0;40;21.053;49.18;60;45.098;66.667;70;52.632
108;2014;SANTA MARIA;5710;ENGENHARIA CIVIL;CCSH;3.53;3.77;3.69;3.80;3.26;5.00;1.77;2.63;2.98;3.6;;;;;;;5;12;3;11;2;4;8;146;15;26;2;37;14;195;18;45;3;44;25;1;1;1;1;1;1;39;4;31;2;7;23;13;5;8;1;6;5;14;1;14;1;5;7;119;10;45;4;22;31;110;13;32;3;31;19;5.021;15;14.865;40;8.163;17.778;5.858;5;18.919;20;10.204;15.556
109;2014;SANTA MARIA;5806;ENGENHARIA ELÉTRICA;CT;3.23;3.09;3.09;4.09;3.72;5.00;1.29;2.40;3.16;3.29;;;;;;;10;31;5;22;4;10;15;152;12;32;4;32;17;190;13;57;4;36;35;1;1;1;1;1;1;28;2;22;2;3;16;34;7;22;4;13;15;25;3;21;3;7;14;87;8;33;3;19;22;75;6;18;3;19;11;15.196;35.714;32.836;80;27.027;35.714;12.255;21.429;31.343;60;18.919;33.333
110;2014;SANTA MARIA;5809;ENGENHARIA DE COMPUTAÇÃO;CT;3.01;3.22;2.14;4.23;3.81;5.00;1.80;2.70;3.23;3.07;;;;;;;10;31;6;21;4;9;15;64;9;14;3;19;10;81;12;24;5;21;14;1;1;1;1;1;1;17;3;14;3;4;10;57;9;26;4;15;18;19;3;15;3;4;10;45;8;16;2;12;10;54;9;18;3;18;13;30.392;50;65.625;80;40.909;75;18.627;25;46.875;60;18.182;50
111;2014;SANTA MARIA;5814;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;CT;4.28;4.65;5.00;3.90;3.54;5.00;2.44;2.77;3.36;4.35;;;;;;;10;2;1;2;1;1;2;53;4;9;2;12;6;52;4;8;3;10;4;1;1;1;1;1;1;15;2;12;2;3;10;1;1;1;1;1;1;2;1;2;1;1;2;52;6;18;3;11;14;42;3;14;2;10;9;1.961;0;7.407;0;0;14.286;1.961;14.286;7.407;25;6.667;14.286
112;2014;SANTA MARIA;5902;ENGENHARIA MECÂNICA;CT;3.28;3.85;3.32;3.43;2.83;5.00;1.56;2.09;2.99;3.33;;;;;;;10;15;3;14;2;5;12;125;15;39;3;31;25;131;15;42;3;29;27;1;1;1;1;1;1;48;7;38;4;11;30;13;2;12;2;3;10;9;1;9;1;2;7;81;9;41;3;19;31;65;9;26;3;16;18;9.615;17.647;21.875;40;13.889;30.769;5.769;5.882;14.062;20;5.556;17.949
113;2014;SANTA MARIA;6008;ENGENHARIA QUÍMICA;CT;2.88;3.46;2.35;3.43;3.00;5.00;1.08;2.77;2.41;2.94;;;;;;;10;26;4;19;3;6;14;55;8;14;4;17;6;71;9;25;5;19;15;1;1;1;1;1;1;43;7;36;6;11;27;31;5;18;3;10;14;12;2;12;2;3;9;65;9;37;6;16;27;60;8;23;4;19;13;28.571;36.364;43.182;42.857;25;46.667;13.187;18.182;27.273;28.571;12.5;30
114;2014;FREDERICO WESTPHALEN;6307;ENGENHARIA AMBIENTAL;CESNORS FW;3.15;2.76;3.25;3.37;3.75;5.00;1.69;1.66;2.19;3.19;;;;;;;8;35;5;26;4;12;21;143;12;39;4;30;28;141;12;38;4;28;28;1;1;1;1;1;1;20;2;18;2;4;15;33;5;18;4;15;14;36;7;28;4;12;23;118;12;42;4;26;32;124;12;44;4;27;31;22.013;41.667;53.061;100;38.71;61.765;22.642;58.333;57.143;100;38.71;67.647
115;2014;SANTA MARIA;6307;ENGENHARIA AMBIENTAL;CT;4.42;4.26;5.00;4.82;3.60;5.00;3.48;3.69;3.97;4.52;;;;;;;10;1;1;1;1;1;1;46;2;3;1;8;1;37;1;3;1;6;1;2;2;2;2;2;2;27;4;22;4;6;19;1;1;1;1;1;1;3;2;3;2;2;3;29;3;11;1;5;7;27;1;4;1;4;2;0;0;0;0;0;0;1.887;16.667;6.122;50;6.452;8.824
116;2014;SANTA MARIA;6405;ENGENHARIA FLORESTAL;CCR;2.81;3.18;1.57;4.44;4.03;5.00;1.76;2.72;2.06;2.88;;;;;;;3;17;3;14;3;8;11;17;3;11;3;9;6;39;3;33;3;11;24;2;2;2;2;2;2;17;3;16;3;4;15;28;3;25;3;10;18;12;2;12;2;6;9;20;2;17;2;5;15;23;3;18;3;11;12;39.535;100;38.889;100;72.727;40.741;27.907;66.667;33.333;66.667;54.545;33.333
117;2014;FREDERICO WESTPHALEN;6405;ENGENHARIA FLORESTAL;CESNORS FW;3.06;3.26;1.85;4.12;4.39;5.00;2.82;3.02;2.26;3.14;;;;;;;8;15;2;12;2;7;9;14;2;8;2;7;5;17;2;11;2;7;8;1;1;1;1;1;1;10;2;9;2;3;8;23;2;20;2;9;14;11;1;11;1;5;8;25;3;22;3;8;19;19;2;14;2;9;9;34.884;66.667;33.333;66.667;63.636;33.333;25.581;33.333;30.556;33.333;45.455;29.63
